Which of the following glands is purely serous?	glandula parotis	lacrimal gland	submandibular gland	sublingual gland	all listed	B	The parotid gland is the only major salivary gland that is purely serous. Submandibular is mixed, sublingual predominantly mucous.	Histology SAMPLETEST
Which of the following statements regarding cardiomyocytes is NOT correct?	They have a better developed endoplasmic reticulum than rhabdomyocytes	Their mitochondria occupy a larger portion of their cell mass than in rhabdomyocytes	They have a greater supply of glycogen than rhabdomyocytes	They have a less developed endoplasmic reticulum than rhabdomyocytes	They are involuntarily innervated	A	Cardiomyocytes have a less developed sarcoplasmic reticulum than skeletal muscle and rely on extracellular Ca²⁺.	Cytology SAMPLETEST
Which one of the following cells is NOT part of the reticular connective tissue located in the red bone marrow?	Mesangial cells	Reticulocytes	Erythroblasts	Lymphoblasts	Hematopoietic stem cells	A	Mesangial cells are kidney glomerular cells, not part of bone marrow.	Histology SAMPLETEST
From which embryonic layer originates the smooth muscle tissue?	Mesenchyme	Ectoderm	There is no correct answer	Endoderm	Mesoderm and endoderm	A	Smooth muscle originates from mesenchyme derived mainly from mesoderm.	Embryology SAMPLETEST
Macrophages in the tissues are derived from which of the following blood cells?	monocyte	neutrophilic granulocytes	eosinophilic granulocytes	basophilic granulocytes	NK-cells	A	Tissue macrophages differentiate from circulating monocytes.	Cytology SAMPLETEST
Which glial cell participates in myelin formation in the PNS?	Schwann cell	Oligodendrocyte	Ependymal cell	Protoplasmic astrocyte	Fibrous astrocyte	A	Schwann cells form myelin in the peripheral nervous system.	Cytology SAMPLETEST
All of the following statements regarding hematoxylin & eosin stain are true EXCEPT:	Hematoxylin is a basic stain, eosin is an acidic stain	Hematoxylin stains acidic structures blue	The basophilic structures are red in color	Eosin stains basic structures red	Eosin-stained structures are acidophilic	C	Basophilic structures stain blue, not red.	Histology SAMPLETEST
Which cytoskeleton is associated with the hemidesmosome?	Intermediate filament	Actin filament	Microtubule	All of them	None of them	A	Hemidesmosomes anchor keratin intermediate filaments to the basal lamina.	Cytology SAMPLETEST
A genetic defect in the motor protein DYNEIN is linked to which disorder?	Down syndrome	Kartagener syndrome	Niemann-Pick disease	Gaucher syndrome	None of the answers	B	Dynein defect causes immotile cilia syndrome (Kartagener).	Cytology SAMPLETEST
Which cytoskeleton is associated with the adherent (adherens) junction?	Actin filament	Microtubule	Intermediate filament	All of them	None of them	A	Adherens junctions connect actin filaments via cadherins and catenins.	Cytology SAMPLETEST
Plasmalemmal proteins originate from which organelle?	Rough ER	Smooth ER	Golgi	Lysosome	Peroxisome	A	Plasma membrane proteins are synthesized on RER-bound ribosomes.	Cytology SAMPLETEST
Caveolae are involved in all of the following EXCEPT:	ATP synthesis	Endocytosis	Vesicle formation	Intracellular traffic	Lipid rafts	A	ATP synthesis occurs in mitochondria, not caveolae.	Cytology SAMPLETEST
The second meiotic division during oogenesis begins:	Before birth	During birth	During puberty	At the time of ovulation	None of the answers	D	Meiosis II starts at ovulation and arrests at metaphase II.	Embryology SAMPLETEST
How long after ejaculation is the maximum fertile time for most sperm?	2 hours	4 hours	12 hours	48 hours	24 hours	B	Maximum fertility occurs after capacitation (~4 hours).	Embryology SAMPLETEST
What is the name of the outer layer of the blastocyst?	Trophoblast	Embryoblast	Epiblast	Hypoblast	Gamete	A	The trophoblast forms the outer layer and contributes to placenta.	Embryology SAMPLETEST
Which zona pellucida protein acts as a receptor for sperm binding?	ZP1	ZP2	ZP3	All listed	None	C	ZP3 mediates sperm binding and acrosome reaction.	Embryology SAMPLETEST
In which cavity are exocoelomic cysts localized during the second week?	Trophoblastic lacunae	Secondary yolk sac	Amnion	Extraembryonic cavity	None	D	Exocoelomic cysts float in the extraembryonic (chorionic) cavity.	Embryology SAMPLETEST
Approximately how long after fertilization occurs the first cleavage of the zygote?	30 hours	40 hours	50 hours	60 hours	70 hours	A	First cleavage occurs about 30 hours post-fertilization.	Embryology SAMPLETEST
The amniotic cavity is formed by cells of the:	Epiblast	Hypoblast	Extraembryonic mesoderm	Cytotrophoblast	Syncytiotrophoblast	A	Amnioblasts derived from epiblast form the amniotic cavity.	Embryology SAMPLETEST
Identify the indicated structures (TEM image).	Axon with a myelin sheath	Unmyelinated nerve fibers	Autophagolysosome	Axodendritic synapse		A	Concentric dense lamellae around an axon indicate myelin.	Histology SAMPLETEST
Identify the indicated cells (cerebellum image).	Multipolar stellate cells	Fibrous astrocytes	Multipolar piriform neurons	Pseudounipolar neurons		C	Purkinje cells are large, flask-shaped neurons in a single row.	Histology SAMPLETEST
Identify the indicated cells (white matter image).	Multipolar stellate cells	Fibrous astrocytes	Multipolar piriform neurons	Macrophages		B	Fibrous astrocytes are star-shaped glial cells in white matter.	Histology SAMPLETEST
Identify the indicated structures (skeletal muscle TEM).	M-line of sarcomere	Presynaptic membrane	Intercalated disk	Triad of sarcoplasmic reticulum		D	Triad consists of a T-tubule and two terminal cisternae at the A–I junction.	Histology SAMPLETEST
Identify the indicated layer (skin histology).	Stratum basale	Stratum spinosum	Stratum granulosum	Membrana elastica interna		C	Dark granular layer with keratohyalin granules is stratum granulosum.	Histology SAMPLETEST
