Where is the secretory compound situated in the ENDOCRINE cells?	Secretory granules/vesicles within the cytoplasm	In ducts leading to an epithelial surface	In the extracellular matrix between cells	In lysosomes as residual bodies	Inside the nucleus as chromatin granules	A	<div><strong>Correct: A. Secretory granules/vesicles within the cytoplasm</strong></div><div>Endocrine cells store hormones in <strong>cytoplasmic secretory granules</strong> and release them by exocytosis into nearby capillaries (no ducts).</div>	GENQUESTION HISTOLOGY Epithelium Endocrine
The demilunes of Giannuzzi consists of:	Crescent-shaped serous cell caps on mucous acini	Squamous cells forming intercalated ducts	Elastic fibers in the gland capsule	Rows of myoepithelial cells around ducts only	Basement membrane thickenings	A	<div><strong>Correct: A. Crescent-shaped serous cell caps on mucous acini</strong></div><div>Giannuzzi demilunes are <strong>serous cells</strong> forming a <strong>crescent</strong> over mucous acini in mixed salivary glands.</div>	GENQUESTION HISTOLOGY Glands
The intraepithelial glands are:	Endocrine glands	Exocrine glands	Mixed glands only	Apocrine glands only	Holocrine glands only	B	<div><strong>Correct: B. Exocrine glands</strong></div><div>Intraepithelial glands are epithelial secretory cells located within an epithelium (e.g., goblet cells), releasing products to a surface → <strong>exocrine</strong>.</div>	GENQUESTION HISTOLOGY Epithelium Glands
Match the different types of secretion from the glands on the left with their corresponding answer:	Merocrine ⇒ exocytosis<br>Apocrine ⇒ apical cytoplasm shed<br>Holocrine ⇒ whole cell disintegrates	Merocrine ⇒ whole cell disintegrates<br>Apocrine ⇒ exocytosis<br>Holocrine ⇒ apical cytoplasm shed	Merocrine ⇒ apical cytoplasm shed<br>Apocrine ⇒ whole cell disintegrates<br>Holocrine ⇒ exocytosis	Merocrine ⇒ secretion into blood<br>Apocrine ⇒ secretion into lymph<br>Holocrine ⇒ secretion into cartilage	All answers are incorrect	A	<div><strong>Correct: A</strong></div><ul><li><strong>Merocrine</strong>: exocytosis (most glands)</li><li><strong>Apocrine</strong>: apical cytoplasm pinches off</li><li><strong>Holocrine</strong>: entire cell becomes secretion (sebaceous)</li></ul>	GENQUESTION HISTOLOGY Glands
Finish the sentences with the corresponding statement from the dropdown list:	The transitional epithelium is found only in ⇒ urinary system	The transitional epithelium is found only in ⇒ respiratory system	The transitional epithelium is found only in ⇒ gastrointestinal tract	The transitional epithelium is found only in ⇒ endocrine glands	The transitional epithelium is found only in ⇒ serous membranes	A	<div><strong>Correct: A</strong></div><div>Transitional epithelium (urothelium) lines the <strong>urinary tract</strong> and is specialized for distension.</div>	GENQUESTION HISTOLOGY Epithelium
The stratified cuboidal epithelium is found in:	Alveoli of lung	Endothelium of capillaries	The bigger ducts of the exocrine glands	Surface of small intestine villi	Bowman’s capsule (parietal layer)	C	<div><strong>Correct: C. The bigger ducts of the exocrine glands</strong></div><div>Stratified cuboidal epithelium typically lines <strong>large ducts</strong> (e.g., sweat, salivary, mammary gland ducts).</div>	GENQUESTION HISTOLOGY Epithelium
Which of the following cells are with haploid chromosome set?	Primary spermatocytes	Secondary spermatocytes	Spermatogonia	Spermatozoids	Sertoli cells	D	<div><strong>Correct: D. Spermatozoids</strong></div><div>Haploid (n) cells include <strong>spermatids and spermatozoa</strong>. Primary spermatocytes and spermatogonia are diploid.</div>	GENQUESTION HISTOLOGY Reproduction
The attaching and adhesive junctions are known as:	Occluding junctions	Communicating junctions	Cell junctions	Chemical synapses	Basal lamina specializations only	C	<div><strong>Correct: C. Cell junctions</strong></div><div>Attaching/adhesive junctions are a major category of <strong>cell junctions</strong> (anchoring junctions, e.g., adherens junctions, desmosomes, hemidesmosomes).</div>	GENQUESTION CYTOLOGY CellJunctions
Match the correct answer:	Down syndrome ⇒ Trisomy 18	Down syndrome ⇒ Monosomy X	Down syndrome ⇒ Trisomy 21	Down syndrome ⇒ Trisomy 13	Down syndrome ⇒ Triploidy	C	<div><strong>Correct: C. Down syndrome ⇒ Trisomy 21</strong></div><div>Down syndrome is most commonly caused by <strong>trisomy 21</strong> due to meiotic nondisjunction.</div>	GENQUESTION EMBRYOLOGY Genetics
Which of the following structures are NOT cell inclusions?	Glycogen granules	Lipid droplets	Melanin granules	Hemosiderin granules	Centrioles (non-membranous)	E	<div><strong>Correct: E. Centrioles</strong></div><div>Cell inclusions are non-living cytoplasmic accumulations (lipid, glycogen, pigments). <strong>Centrioles</strong> are structural components of the centrosome, not inclusions.</div>	GENQUESTION CYTOLOGY CellInclusions
Which is an example of tight junctions?	Macula adherens (desmosome)	Zonula occludens	Fascia adherens	Gap junction	Hemidesmosome	B	<div><strong>Correct: B. Zonula occludens</strong></div><div>Tight junctions (zonula occludens) seal the intercellular space and maintain epithelial polarity.</div>	GENQUESTION CYTOLOGY CellJunctions
Which of the following pigments belongs to the group of iron pigments?	Melanin	Lipofuscin	Hemoglobin	Bilirubin	Hematoxylin	C	<div><strong>Correct: C. Hemoglobin</strong></div><div>Iron-containing pigments include <strong>hemoglobin</strong> (and storage forms like <strong>hemosiderin</strong>). Non-iron pigments: melanin, lipofuscin, bilirubin.</div>	GENQUESTION HISTOLOGY CellInclusions
Melanin is a polymer of oxidation products of:	Phenylalanine	Tyrosine	Tryptophan	Glycine	Histidine	B	<div><strong>Correct: B. Tyrosine</strong></div><div>Melanin synthesis starts from <strong>tyrosine</strong> via <strong>tyrosinase</strong> (DOPA pathway) in melanosomes.</div>	GENQUESTION HISTOLOGY Skin
A centrosome is made of:	A pair of centrioles	A pair of basal laminae	A pair of nuclei	A pair of Golgi stacks	Actin bundles	A	<div><strong>Correct: A. A pair of centrioles</strong></div><div>The centrosome is the main microtubule-organizing center, containing <strong>two centrioles</strong> (mother + daughter) plus pericentriolar material.</div>	GENQUESTION CYTOLOGY Cytoskeleton
